did,handle,avatar,banner,description,display_name,followers_count,follows_count,indexed_at,labels,posts_count,viewer,py_type,is_frequent_poster
did:plc:tbezmmltvdtjthfeaftfoop6,kendrawrites.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tbezmmltvdtjthfeaftfoop6/bafkreigmo4xbq6s7bnzjjvjfdjlfw5z6h6d2r43ssed57wzzwxoqa6kj6i@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:tbezmmltvdtjthfeaftfoop6/bafkreiawmz6cwvotqoa3xp35xkyxbjdqdngszxn2qxhbociio4n3hxurwq@jpeg,What's the opposite of apocalypse? Trying  to chronicle that. ,"Kendra ""Gloom is My Beat"" Pierre-Louis",5489,365,2024-01-26T00:04:28.751Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:tbezmmltvdtjthfeaftfoop6', uri='at://did:plc:tbezmmltvdtjthfeaftfoop6/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreienbgdt2gv46hy74dexf6kowg5kdp6t2fdbd4nufyce5qckdvqggq', neg=None, py_type='com.atproto.label.defs#label')]",10050,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:4u3hwe3p7oy3hoy3amlw7rp2,rbreich.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4u3hwe3p7oy3hoy3amlw7rp2/bafkreihnchke5wec4i5y4i7kzngmr2sghedr74ubq2ca7fwcqjl7mrw5hq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:4u3hwe3p7oy3hoy3amlw7rp2/bafkreidtly523bmp6jxagtghcu52g46p2jstvwthxjimab7ljvh2myu3fu@jpeg,"Berkeley professor, former Secretary of Labor. Co-founder of Inequality Media. Substack: http://robertreich.substack.com | Mastodon: http://masto.ai/@rbreich | LinkTree: linktr.ee/rbreich",Robert Reich,25635,77,2024-01-26T00:09:48.972Z,[],329,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:nwnlnixtjh3qhkwpz2uy5uwv,stevevladeck.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:nwnlnixtjh3qhkwpz2uy5uwv/bafkreibz352zp56r7nlbab5n7mcanhqdjq6r7xc6pbv2ehkd2mmqhy4f5m@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:nwnlnixtjh3qhkwpz2uy5uwv/bafkreifrclehuhcvpy66d2odw5dtgmixptnsvb53bojx2ytn75uxydbaai@jpeg,"Karen’s husband; father of daughters; Charles Alan Wright Chair in Federal Courts at the University of Texas School of Law; SCOTUS nerd for CNN.

SCOTUS newsletter: stevevladeck.substack.com

New book: tinyurl.com/shadowdocket",Steve Vladeck,6823,1,2024-01-25T23:58:47.129Z,[],152,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:sdu4rudzew7rtf26u5o4bdf7,moiradonegan.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:sdu4rudzew7rtf26u5o4bdf7/bafkreic5244ogjzwrzcu6vt4lsrwxjt5xcucwlvzigjatfz6lg7wudi3ru@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:sdu4rudzew7rtf26u5o4bdf7/bafkreie3bkuyrvzpuas7b2vdesbr7v43kithki2c7tz22irpuuhxmtxsfu@jpeg,Opinion columnist covering gender and politics at The Guardian. Writer in residence at the Michelle R. Clayman Institute for Gender Research. Real piece of work. ,Moira Donegan,11255,570,2024-01-25T23:50:22.966Z,[],1188,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:ln72v57ivz2g46uqf4xxqiuh,npr.org,https://cdn.bsky.app/img/avatar/plain/did:plc:ln72v57ivz2g46uqf4xxqiuh/bafkreiggmfuoyybcriueenrxrhaemubfanwj77qi2nuro7fs4javp3fkom@jpeg,,This is NPR 🎙️,NPR,81747,28,2024-01-26T00:02:23.058Z,[],515,blocked_by=False blocking=None blocking_by_list=None followed_by=None following='at://did:plc:w5mjarupsl6ihdrzwgnzdh4y/app.bsky.graph.follow/3knud5e6zlm22' muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:w4omt4th54l6kul2nc7orbil,marygillis.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:w4omt4th54l6kul2nc7orbil/bafkreibjcolndlutxlvtgziqmnkavtoakltp3vhqi4nw33wgufxglf7w2y@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:w4omt4th54l6kul2nc7orbil/bafkreid6cirlawqcakl2skkxkopehjedrvzepzj4wthzhgphjpfk33r6be@jpeg,"Still in that awkward pre-ghost phase
writer/editor at The Beaverton
she/her
Articles: https://www.thebeaverton.com/author/mary-gillis/
Skeets: https://bsky.app/profile/did:plc:w4omt4th54l6kul2nc7orbil/feed/aaab44jnupudu",Mary Gillis,1939,428,2024-01-26T00:18:19.956Z,[],1342,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:r643qxafn6b3pxfffiodojbn,c0nc0rdance.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:r643qxafn6b3pxfffiodojbn/bafkreigfzxijtkiuygwtniq57knn4u57g4kdkw3zhgbaudaspb2nko3gpe@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:r643qxafn6b3pxfffiodojbn/bafkreig335djyklhvpci2y2b7trpqo72m3jqhjzdjjcklicmwstw2svgl4@jpeg,"Molecular biologist from Texas, here to share my meanderings on science, history, politics, and zombies.  Long threads a specialty.",c0nc0rdance,8272,802,2024-01-26T00:00:21.635Z,[],6212,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:kyttpb6um57f4c2wep25lqhq,profmusgrave.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:kyttpb6um57f4c2wep25lqhq/bafkreifs3am5ktaias4wntxet674r7ejw3y4flcqeftw3pomh3gqtshrty@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:kyttpb6um57f4c2wep25lqhq/bafkreievdwwjx4pfyoqljemf5fc7cgpyjce2xmpjgz2ydhlh7dbipayzdy@jpeg,Political scientist. Professor. Writer. Receiver of rebukes from Mikhail Gorbachev.,Paul Musgrave,12328,1701,2024-02-06T15:00:52.849Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:kyttpb6um57f4c2wep25lqhq', uri='at://did:plc:kyttpb6um57f4c2wep25lqhq/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreidrxmv4ks4eyg6ch2ebct7wueqgvfjsdtl7hdgfoxrhw7uyxxeqhu', neg=None, py_type='com.atproto.label.defs#label')]",18426,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:pzvko3dvcjbysqakwci3t3gf,secretaboutbox.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:pzvko3dvcjbysqakwci3t3gf/bafkreicnwj2e5lama62ko5brnz6puufhcoshtmsjsfbu3uw54fhaq2ku7i@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:pzvko3dvcjbysqakwci3t3gf/bafkreidnn45mqa7ckjmszlduucuzqf6gcoww2wslky2swfvzqei2vxomla@jpeg,"a game developer • she/her • 🔞

i am made of knives.

previously:

Apple — Time Machine, Xcode
Freeverse — Marathon: Durandal",chelsea bridge 🏳️‍⚧️,6550,188,2024-03-01T08:07:43.406Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:pzvko3dvcjbysqakwci3t3gf', uri='at://did:plc:pzvko3dvcjbysqakwci3t3gf/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreick5gtqyjoivkpsblpylfkbwnyty5ohr3jtjtmc7urfyfwbnaajay', neg=None, py_type='com.atproto.label.defs#label')]",44315,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:6vk7e6satzt2zkcwwszhklqa,keithstack.com,https://cdn.bsky.app/img/avatar/plain/did:plc:6vk7e6satzt2zkcwwszhklqa/bafkreiau4k7z6oxjgvghsjudos5bmcf3vqpjekqfgoye74qmepooehfigi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:6vk7e6satzt2zkcwwszhklqa/bafkreiantsmtkd5vmeg3d5lmyuduhdahotsphnimhkjzedowv4r3lx2hpq@jpeg,I just want to play video games. he/him,Keith Stack,17047,757,2024-01-25T23:50:38.547Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:6vk7e6satzt2zkcwwszhklqa', uri='at://did:plc:6vk7e6satzt2zkcwwszhklqa/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreiao4krfvrqozqjiqmfsezu62nyrmk5tmmbjj526djwgcpcub3uewq', neg=None, py_type='com.atproto.label.defs#label')]",812,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:sugl22jdjx4hcavpkw2wrfdx,weirwoodtreehug.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:sugl22jdjx4hcavpkw2wrfdx/bafkreidizcvi35ikept7uurbsf4emsvdtnhpglhyxdrkfc7q5kv4mz4bgi@jpeg,,"Loves cats and horror movies
Posts too much about politics 
From the Sin Cities AKA Minneapolis and St Paul
",WeirwoodTreeHugger,74,45,2024-01-26T00:32:54.514Z,[],1727,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:k5vwobjngg43lj7zuw2gudib,comicsinthega.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:k5vwobjngg43lj7zuw2gudib/bafkreibonau5qru4pwgewiztsftpb2a5f4qguzjpyhg6ajsctbvlykh744@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:k5vwobjngg43lj7zuw2gudib/bafkreicg3opqazisbjelcareid44nmzjs2hd3545dvzrwihyjodwrgm6jy@jpeg,"The Comics in the Golden Age Podcast. And sometimes the Platinum Age. Exploring comics books & comic strips of all genres & their creators from 1930s to the 1950s, & other comics history! (And my real name is Mike.)",Comics in the Golden Age,4936,776,2024-03-10T02:20:18.020Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:k5vwobjngg43lj7zuw2gudib', uri='at://did:plc:k5vwobjngg43lj7zuw2gudib/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreihg2x4nah4yw7w2jmiin7p5ipz4rdyy7yhew3njthgwdsrc4kjpyi', neg=None, py_type='com.atproto.label.defs#label')]",5351,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:c6k2ozisr2bbitsafwwyistf,ruemcclammyhand.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:c6k2ozisr2bbitsafwwyistf/bafkreie352i773dgdhy3gs6rk4ey433cfmg5wlmuicw7dfykwfqv4yk3uy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:c6k2ozisr2bbitsafwwyistf/bafkreig3if7jeyv6qgmzjhulsnk2b3mtjbvm5xyxrheu4yjscdhnj4skhq@jpeg,"교포/korean american adoptee 🇰🇷 uxw 🌀 she/her 💕predator face shape
don’t be weird ",regular meghan 나영지 🍉,6505,1382,2024-02-29T00:33:12.107Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:c6k2ozisr2bbitsafwwyistf', uri='at://did:plc:c6k2ozisr2bbitsafwwyistf/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreifmm6pgocxsq3w4cxpvqrua7oeeflsotdem2te3wbs26zbanlcbii', neg=None, py_type='com.atproto.label.defs#label')]",18270,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:rkumpysrrqsp4e5eb5qapx6s,daveanthony.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:rkumpysrrqsp4e5eb5qapx6s/bafkreifw74svyusogopsobld73toiisc4kbt4h4bhcsby7exbzwxa4m5hq@jpeg,,"Podcaster, writer, comedian, etc",DaveAnthony,7850,451,2024-01-26T00:13:15.483Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:rkumpysrrqsp4e5eb5qapx6s', uri='at://did:plc:rkumpysrrqsp4e5eb5qapx6s/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreidbjujemdty2sj7oi73i2uuhc6sebhazctcc4u667o34jdf2ip25y', neg=None, py_type='com.atproto.label.defs#label')]",5072,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:nywb5oene54cllowkfwouxzz,chadloder.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:nywb5oene54cllowkfwouxzz/bafkreig7guswzeh6wzfgv6jytel6km5whh4l2vmlefscmm4l4dgcuvamvy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:nywb5oene54cllowkfwouxzz/bafkreiepsdivqskbg4cy3uabl4gzgu6avwruuzydas4qwipd434sxzwcju@jpeg,"Community activist, cybersecurity expert, citizen journalist based in Los Angeles. 🌴☀️ they/them",Chad Loder,12777,630,2024-01-25T23:51:26.459Z,[],3853,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:ngfxyzbc5nmetnlll4ypsb65,skippysbonezone.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ngfxyzbc5nmetnlll4ypsb65/bafkreiclqish4ijwbon6kaxjsskd43ik2sqdvzapoldrzdmawjqe5uc4dq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:ngfxyzbc5nmetnlll4ypsb65/bafkreic3ehc72cyr4f2lgceif66zgybrck27qdtfgollm4rma52px3anfa@jpeg,"27 year old NSFW artist 🔞! 18+ SPACE EXLUSIVELY! I draw big smelly dads | 
She/her 💕 PNW 🏔️🌲🌧️☔",🔞 Mama yeen 🔞 @ FWA 2024,2316,639,2024-03-03T20:51:18.707Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:ngfxyzbc5nmetnlll4ypsb65', uri='at://did:plc:ngfxyzbc5nmetnlll4ypsb65/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreihhpknf5kyqaozd4dphbtxwm4kv4nl6sublsumijjonho3ddy7udi', neg=None, py_type='com.atproto.label.defs#label')]",2765,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:yxavlmxjv2j2nwvjesmq5ogl,kilgoretrout.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:yxavlmxjv2j2nwvjesmq5ogl/bafkreienujaff2oisygdg26qqjwdagsq2wp23ywtc6t6hyol3vv73myfla@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:yxavlmxjv2j2nwvjesmq5ogl/bafkreidsz7eekatrp6bmbgr7dutb6nd6frxhhfi2w764mncl3b2d3ammm4@jpeg,turnip shepherd & bad person,kilgore trout,36294,342,2024-01-25T23:50:46.624Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:yxavlmxjv2j2nwvjesmq5ogl', uri='at://did:plc:yxavlmxjv2j2nwvjesmq5ogl/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreifbzv2brrb5lamg6wggnml6nmlayb6sve4b3y4qwedasef7j5tbaa', neg=None, py_type='com.atproto.label.defs#label')]",5461,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:vgwy2b3rrcewfdazrkanjbg4,veryimportant.lawyer,https://cdn.bsky.app/img/avatar/plain/did:plc:vgwy2b3rrcewfdazrkanjbg4/bafkreifglilwckuyjh4t4ty5tfilqv44vp2t6srzwim76k3xdxvygb7xrm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:vgwy2b3rrcewfdazrkanjbg4/bafkreiga4lutlzlaezmtyfyx35okv7wznyz6eo2hfw46uvzztytpgriebu@jpeg,Evil girls biting good girls turning good girls into evil girls // http://veryimportant.lawyer // http://bigsleeprecords.bandcamp.com/album/tonal-rotors,Patrick Cosmos,4604,420,2024-02-16T20:23:18.742Z,[],3696,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:3h2rnhl4eqtoylezk6572ec2,chup.blakereid.org,https://cdn.bsky.app/img/avatar/plain/did:plc:3h2rnhl4eqtoylezk6572ec2/bafkreigls5hjmrmz3uidae5hnkyqjlpi6r2n4mdcdkqgsejerxc7wxwg5i@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:3h2rnhl4eqtoylezk6572ec2/bafkreies3fxlsre3rjqxkxts2gn4pg7am6dduv4omothrix36yptxua7by@jpeg,"Law prof @ Colorado Law. Tech/telecom/1A/copyright x disability law, failed computer scientist/multidisciplinary dilettante. Ketchup/Crocs/ska. No legal advice or good ideas.",Blake E. Reid,1095,596,2024-01-26T00:04:31.044Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:3h2rnhl4eqtoylezk6572ec2', uri='at://did:plc:3h2rnhl4eqtoylezk6572ec2/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreidfapakrgxgduutgvfnh5cmcxojfv2b7qax7t4rjlblc6mpkgazra', neg=None, py_type='com.atproto.label.defs#label')]",118,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:cak4klqoj3bqgk5rj6b4f5do,mmasnick.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cak4klqoj3bqgk5rj6b4f5do/bafkreifrr5n5p2ixfbupo3eocykh5jzd67dy2tohi7pzllacainjgkkq5e@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:cak4klqoj3bqgk5rj6b4f5do/bafkreidndwqcxfsaku6y4ofi2kwfseo3ikati4uk7nau4b6qksl7drlyw4@jpeg,"Techdirt guy. Sometimes I write about protocols. Sometimes about social media, copyright, free speech, content moderation, civil liberties and stuff like that. Once wrote a paper that may have helped inspire this service: https://bit.ly/protocolnotplatform",Mike Masnick,52910,775,2024-01-25T23:47:44.876Z,[],7549,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:4vrssqepg6uj4tj5us7tnfgt,petersagal.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4vrssqepg6uj4tj5us7tnfgt/bafkreiht3uovdva6sok7bn66x5wyqsnv3scedfezwt77h53e6lm7u3zuka@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:4vrssqepg6uj4tj5us7tnfgt/bafkreieicoocm3z6j3ofibwdizieayrnfvgq37l6o43dxgxnczgcq55lsa@jpeg,I make Dad jokes on NPR and also write books and other things. ,Peter Sagal,16110,135,2024-01-25T23:50:23.312Z,[],1488,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:miczfsfixolk42l7343z3bpd,sethcotlar.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:miczfsfixolk42l7343z3bpd/bafkreihkbhsczbhqvzk355hp7y3atpbl4nxbgwqyzxcwnshvj3qpeafyhy@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:miczfsfixolk42l7343z3bpd/bafkreihbevwl3jsagy3bq3f6kl3b5qxsgvrdhwzo6u3djrg53mut5j6yta@jpeg,Teaches US History at Willamette Univ. Working on a book about the long history of the US Right. https://sethcotlar.substack.com/,Seth Cotlar,9677,1947,2024-01-25T23:49:49.477Z,[],4310,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:5khesvavvttyuygvncdhfjge,sjjphd.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5khesvavvttyuygvncdhfjge/bafkreihxm6isltkdbpg37doqhokyeiqls5u74jhsckgkdintbedfz2mkmm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5khesvavvttyuygvncdhfjge/bafkreiep3rejqyhnvsjnq3qnzd7mmfiznqnkjlak5mxcl4oupku4vrwsiu@jpeg,"Professor studying the role of Media & Tech in Movements for Justice | Co-director Media, Inequality & Change Center | Currently Writing a Cultural History of African American Mediamakers

Opinions definitely my own. ",Sarah J. Jackson,4668,525,2024-02-06T23:42:26.249Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:5khesvavvttyuygvncdhfjge', uri='at://did:plc:5khesvavvttyuygvncdhfjge/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreigt4ag3dqrvsbyt2sxrna4d75owrdm3sgfjzwvc4smnro74bkyklm', neg=None, py_type='com.atproto.label.defs#label')]",1934,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:756gaaeewovgn4axja34ajne,nicholasgrossman.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:756gaaeewovgn4axja34ajne/bafkreicvcnvm7tw2jc2bgckdt62yowm77zxpheean2zemtybpwgcgcngci@jpeg,,"International Relations prof at U. Illinois. Senior Editor 
of Arc Digital. Author “Drones and Terrorism.” Politics, national security, and occasional nerdery.
",Nicholas Grossman,5190,236,2024-01-25T23:59:24.349Z,[],2620,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:tddqx46gl26ydpogdgtjuykw,saramchenry.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tddqx46gl26ydpogdgtjuykw/bafkreidgsharzhznzpr3vh3c2azn72nahww6374qdtg7t7qlduze5r2gmq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:tddqx46gl26ydpogdgtjuykw/bafkreiamcubkfgyao4ff7dxamdcracmpzcxzqw2wj3a6eetq64pnphlrye@jpeg,"It’s me, Sara. @yellowcardigan on the other site.",cross faded-rautha,913,327,2024-03-03T02:03:49.707Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:tddqx46gl26ydpogdgtjuykw', uri='at://did:plc:tddqx46gl26ydpogdgtjuykw/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreiabaydxv2fe3zlzldjnau6bvp2d3vdcpl7g2gtfwx2oqfp6rzeg2u', neg=None, py_type='com.atproto.label.defs#label')]",1266,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:5rxcpjus3ple6jpbuafvm4og,parismarx.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5rxcpjus3ple6jpbuafvm4og/bafkreidpvo5qgq6s3f4koteoh5ptg6pv442nibyouxju4kuh6takoodqb4@jpeg,,"i criticize the tech industry

🎙️ @techwontsave.us
📬 https://disconnect.blog
📖 https://roadtonowherebook.com",Paris Marx,9556,241,2024-01-25T23:52:42.890Z,[],778,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
