linkid,link,sociopolitical,ideology,partisan,metadata,source_feed
696,https://bsky.app/profile/lalalalack.bsky.social/post/3krikledgpv2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
697,https://bsky.app/profile/internethippo.bsky.social/post/3krpobq2e5c2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
698,https://bsky.app/profile/einfachnurmark.bsky.social/post/3krfz6dpp4y2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
699,https://bsky.app/profile/jjbbllkk.bsky.social/post/3krlnjvvo3s2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
700,https://bsky.app/profile/jrjr.esq/post/3krhzf4c4ss2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
701,https://bsky.app/profile/tswingard.bsky.social/post/3kriurs5dfc23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
702,https://bsky.app/profile/sethcotlar.bsky.social/post/3krtpwsjzlc2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
703,https://bsky.app/profile/rincewind.run/post/3krht7wirbl2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
704,https://bsky.app/profile/resnikoff.bsky.social/post/3krmq67fzp32f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
705,https://bsky.app/profile/gleisi.bsky.social/post/3krk4pjd72r2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
706,https://bsky.app/profile/dontlookdeer.bsky.social/post/3krrez6nntl2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
707,https://bsky.app/profile/prisonculture.bsky.social/post/3krfgmvapuc2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
708,https://bsky.app/profile/cait.bsky.social/post/3krju5eisw22r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
709,https://bsky.app/profile/brooklynmarie.bsky.social/post/3krqv4cer7l2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
710,https://bsky.app/profile/coachfinstock.bsky.social/post/3krjvlcjbu327,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
711,https://bsky.app/profile/mattstahl97.bsky.social/post/3krocgktiec2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
712,https://bsky.app/profile/kilgoretrout.bsky.social/post/3kroxkmpn5s2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
713,https://bsky.app/profile/marawilson.bsky.social/post/3krr6ffkyfc2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
714,https://bsky.app/profile/andretrig.bsky.social/post/3krlgo3x2pp2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
715,https://bsky.app/profile/kenwhite.bsky.social/post/3kre6lmzpat2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
716,https://bsky.app/profile/sharkcat.bsky.social/post/3krj2vm3sgu2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
717,https://bsky.app/profile/theonion.com/post/3krjdozzau22e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
718,https://bsky.app/profile/aniceburrito.bsky.social/post/3krjdfln63k26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
719,https://bsky.app/profile/emilystjams.bsky.social/post/3krpqom2g4k2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
720,https://bsky.app/profile/hausofdecline.bsky.social/post/3krqm5pdhpc2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
721,https://bsky.app/profile/dwighttokem.bsky.social/post/3krf5l4wjek2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
722,https://bsky.app/profile/lifewinning.com/post/3krfdes4rkf26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
723,https://bsky.app/profile/marisakabas.bsky.social/post/3krfj4xkoj223,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
724,https://bsky.app/profile/chadloder.bsky.social/post/3krhgzjrqe226,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
725,https://bsky.app/profile/erinbiba.bsky.social/post/3krhpop75j22w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
726,https://bsky.app/profile/marisakabas.bsky.social/post/3krj2gkzfbt2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
727,https://bsky.app/profile/raf.bsky.social/post/3krpqqve2ns2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
728,https://bsky.app/profile/georgetakei.bsky.social/post/3krekwdan2c2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
729,https://bsky.app/profile/themountaingoats.bsky.social/post/3krhmkg4wm72q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
730,https://bsky.app/profile/lulaoficial.bsky.social/post/3krloda4jdl2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
731,https://bsky.app/profile/jbouie.bsky.social/post/3krqjfmgi4z2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
732,https://bsky.app/profile/purrinink.bsky.social/post/3kre7ujcg5k2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
733,https://bsky.app/profile/ironspike.bsky.social/post/3kroolrsvq22a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
734,https://bsky.app/profile/tfiddlerart.bsky.social/post/3krp6d4wbjc23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
735,https://bsky.app/profile/sharkcat.bsky.social/post/3krqm25rgsv2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
736,https://bsky.app/profile/obscuricom.bsky.social/post/3krvcoujdet23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
737,https://bsky.app/profile/nietzsxhe.bsky.social/post/3krgbmgb2yl2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
738,https://bsky.app/profile/hildeangel.bsky.social/post/3krmikzm4lj2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
739,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krjml7zw7c22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
740,https://bsky.app/profile/socialistboat.dad/post/3krgqnr6a2k2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
741,https://bsky.app/profile/bodegacats.bsky.social/post/3krp6txairk2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
742,https://bsky.app/profile/tomscocca.bsky.social/post/3krtqpa7rzh26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
743,https://bsky.app/profile/ryannorth.ca/post/3krefrffan223,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
744,https://bsky.app/profile/lolennui.bsky.social/post/3krrypjgkrk2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
745,https://bsky.app/profile/taltgeld.bsky.social/post/3krtqmfc2ob2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
746,https://bsky.app/profile/scalzi.com/post/3kroppittnd2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
747,https://bsky.app/profile/xkcd.com/post/3krglrjwobc25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
748,https://bsky.app/profile/bodegacats.bsky.social/post/3krtywtguz32g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
749,https://bsky.app/profile/bakoon.bsky.social/post/3krfgohbrb22j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
750,https://bsky.app/profile/davis.social/post/3krodi7vdln2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
751,https://bsky.app/profile/legalcat.bsky.social/post/3krfk7iivfc26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
752,https://bsky.app/profile/publichealth.bsky.social/post/3krizenjqak2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
753,https://bsky.app/profile/hausofdecline.bsky.social/post/3krllu2p7j52u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
754,https://bsky.app/profile/tuyoki.bsky.social/post/3krqsjxybxs2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
755,https://bsky.app/profile/phineas.bsky.social/post/3krqqhy7prk22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
756,https://bsky.app/profile/lulaoficial.bsky.social/post/3krjxkm3bnl2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
757,https://bsky.app/profile/nocontexttrek1.bsky.social/post/3kroe2k7dfc2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
758,https://bsky.app/profile/lschmeiser.bsky.social/post/3krublv5xzu2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
759,https://bsky.app/profile/lauren.rotatingsandwiches.com/post/3krjat42rcq2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
760,https://bsky.app/profile/ironspike.bsky.social/post/3krk4qwwl6c2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
761,https://bsky.app/profile/jessdkant.bsky.social/post/3krfk345eus2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
762,https://bsky.app/profile/bsky.app/post/3krgwsrtfoc2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
763,https://bsky.app/profile/orcspiration.bsky.social/post/3krh5m62lis22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
764,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3krjbzzfmt22y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
765,https://bsky.app/profile/hausofdecline.bsky.social/post/3krgkm44vjs2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
766,https://bsky.app/profile/juicysteak117.gay/post/3krhi7h6hv22q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
767,https://bsky.app/profile/neillewisjr.bsky.social/post/3krjj3nai2t2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
768,https://bsky.app/profile/cait.bsky.social/post/3krqzhn7lt624,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
769,https://bsky.app/profile/pfrazee.com/post/3krpm4yxxl22s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
770,https://bsky.app/profile/kizito5.bsky.social/post/3krgzc6dhck2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
771,https://bsky.app/profile/hoemn.bsky.social/post/3krjickvndc2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
772,https://bsky.app/profile/hannahtempler.com/post/3krgbglglhk2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
773,https://bsky.app/profile/tocodot.bsky.social/post/3kriv4mds5c2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
774,https://bsky.app/profile/josie.zone/post/3krrebmjs2s22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
775,https://bsky.app/profile/lulaoficial.bsky.social/post/3krtu67d56v26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
776,https://bsky.app/profile/oregonrolleda20.bsky.social/post/3krml5psz2u2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
777,https://bsky.app/profile/kenwhite.bsky.social/post/3krs2sf5g4z2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
778,https://bsky.app/profile/stephenwolf.bsky.social/post/3krjvavmn2s25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
779,https://bsky.app/profile/theonion.com/post/3krmfpxyw3u2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
780,https://bsky.app/profile/catsofyore.bsky.social/post/3krncfzv7ag2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
781,https://bsky.app/profile/rincewind.run/post/3krokirpe2d2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
782,https://bsky.app/profile/peterjelinek.bsky.social/post/3krqieyf6hu2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
783,https://bsky.app/profile/infokomposter.bsky.social/post/3krgzpyodek2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
784,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krjnfxdwzy2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
785,https://bsky.app/profile/radleybalko.bsky.social/post/3krgqsdd56c2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
786,https://bsky.app/profile/neolithicsheep.bsky.social/post/3krjlxer2sc2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
787,https://bsky.app/profile/juliusgoat.bsky.social/post/3kreq43vd2k2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
788,https://bsky.app/profile/otsumamiboy.bsky.social/post/3krtmz4funf22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
789,https://bsky.app/profile/phillewis.bsky.social/post/3krehjou2us2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
790,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krhoptsxfe2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
791,https://bsky.app/profile/prisonculture.bsky.social/post/3krjpmmy75c2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
792,https://bsky.app/profile/willsmith.fun/post/3krr4ex6axy2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
793,https://bsky.app/profile/psudonym.bsky.social/post/3krmg7wtc352u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
794,https://bsky.app/profile/nanoff.bsky.social/post/3krmlfcrah22d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
795,https://bsky.app/profile/theradr.bsky.social/post/3krqydpnz4s2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
796,https://bsky.app/profile/ingwarpero.bsky.social/post/3krgroyxbjc22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
797,https://bsky.app/profile/astrokatie.com/post/3krgsrlvl6s22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
798,https://bsky.app/profile/rincewind.run/post/3krtv2dho6u2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
799,https://bsky.app/profile/tkingfisher.bsky.social/post/3krjg2eirrs2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
800,https://bsky.app/profile/astrokatie.com/post/3krk2zuemuk2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
801,https://bsky.app/profile/austinfound.bsky.social/post/3krmv7ia3jc2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
802,https://bsky.app/profile/rincewind.run/post/3kret2whrdc26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
803,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krlmuj64ba2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
804,https://bsky.app/profile/crisvector.bsky.social/post/3kretfxczmk2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
805,https://bsky.app/profile/lupine-diewoelfin.bsky.social/post/3krg47w2epk2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
806,https://bsky.app/profile/heyheymomo.bsky.social/post/3kre6blnz4s2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
807,https://bsky.app/profile/chantalalive.bsky.social/post/3krhwztk6bi2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
808,https://bsky.app/profile/the.whitecanof.monster/post/3krfh7cvinc2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
809,https://bsky.app/profile/nkalamb.bsky.social/post/3krga526wtk2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
810,https://bsky.app/profile/denniskberlin.bsky.social/post/3krtemygzrs2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
811,https://bsky.app/profile/tomgauld.bsky.social/post/3krj6yxgqz22d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
812,https://bsky.app/profile/wlknsn.xyz/post/3krkripdf3w23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
813,https://bsky.app/profile/davidho.bsky.social/post/3krnost4pxi2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
814,https://bsky.app/profile/kellysue.bsky.social/post/3krfc3yvwij2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
815,https://bsky.app/profile/nateo.bsky.social/post/3krngk3chgg2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
816,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krln2llaf72p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
817,https://bsky.app/profile/vadersan.bsky.social/post/3kregvcv6l226,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
818,https://bsky.app/profile/scalzi.com/post/3kreqdessrk2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
819,https://bsky.app/profile/sjjphd.bsky.social/post/3krffiqpkvo2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
820,https://bsky.app/profile/catsofyore.bsky.social/post/3krsdicicgm2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
821,https://bsky.app/profile/chrismcmahon.bsky.social/post/3kromxdibgk2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
822,https://bsky.app/profile/catsofyore.bsky.social/post/3krrro3qx3222,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
823,https://bsky.app/profile/ixy.bsky.social/post/3kre4ecxnbc2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
824,https://bsky.app/profile/aspyre.bsky.social/post/3krtyj7v4aj2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
825,https://bsky.app/profile/jazzpomegranate.bsky.social/post/3krn764eo4l2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
826,https://bsky.app/profile/bodegacats.bsky.social/post/3kro4gi62w22z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
827,https://bsky.app/profile/bodegacats.bsky.social/post/3krqj6vax7l24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
828,https://bsky.app/profile/juno.bsky.social/post/3krjfdwcj5k2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
829,https://bsky.app/profile/willquinnart.bsky.social/post/3krn4mkl2l62t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
830,https://bsky.app/profile/wapplehouse.bsky.social/post/3kroccmuoza2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
831,https://bsky.app/profile/jbouie.bsky.social/post/3krjibv3cnk2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
832,https://bsky.app/profile/bsky.app/post/3krhoasovks2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
833,https://bsky.app/profile/willquinnart.bsky.social/post/3krs64iyygu2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
834,https://bsky.app/profile/kashana.bsky.social/post/3krjefyk54226,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
835,https://bsky.app/profile/babadooknukem.bsky.social/post/3krn5t7jl6k22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
836,https://bsky.app/profile/tiny.baby/post/3krtslw72x222,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
837,https://bsky.app/profile/melissagiragrant.com/post/3krk3pu7bi22i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
838,https://bsky.app/profile/arakencloud.bsky.social/post/3krekjghtfs2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
839,https://bsky.app/profile/bodegacats.bsky.social/post/3krf3ei6y7d26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
840,https://bsky.app/profile/theonion.com/post/3krjgkc4qb223,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
841,https://bsky.app/profile/macnult.wifeguy.online/post/3krszw5cbqb2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
842,https://bsky.app/profile/creeps.bsky.social/post/3krtlthylcl2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
843,https://bsky.app/profile/brendannyhan.bsky.social/post/3krfe7u22ss2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
844,https://bsky.app/profile/antlervel.vet/post/3krhnlnz7lr2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
845,https://bsky.app/profile/blueheronfarm.bsky.social/post/3kronviwwdj23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
846,https://bsky.app/profile/lulaoficial.bsky.social/post/3krelrkikd52i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
847,https://bsky.app/profile/spavel.bsky.social/post/3krovuyeh5c2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
848,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3krpkdz7jfc2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
849,https://bsky.app/profile/smotus.bsky.social/post/3krhpwrmxcc2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
850,https://bsky.app/profile/jocat.net/post/3krhq35zd622r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
851,https://bsky.app/profile/portdrift.bsky.social/post/3kruk7wgjmz2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
852,https://bsky.app/profile/lalalalack.bsky.social/post/3krqfmpet642i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
853,https://bsky.app/profile/tfiddlerart.bsky.social/post/3krtkpyr5sf2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
854,https://bsky.app/profile/brendelbored.bsky.social/post/3krfcy3kdks2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
855,https://bsky.app/profile/hunterw.bsky.social/post/3krhjtvebvd2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
856,https://bsky.app/profile/lindaholmes.bsky.social/post/3krkfilq7gs2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
857,https://bsky.app/profile/hausofdecline.bsky.social/post/3kro4sodrv22p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
858,https://bsky.app/profile/oriondblack.bsky.social/post/3krfpo2a3o32g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
859,https://bsky.app/profile/samuelwade.bsky.social/post/3krnczrjfak2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
860,https://bsky.app/profile/thirteentwelve.bsky.social/post/3kriiypdvwr23,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
861,https://bsky.app/profile/tipcalculator.bsky.social/post/3krffqraocc2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
862,https://bsky.app/profile/denniskberlin.bsky.social/post/3krocofet2d2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
863,https://bsky.app/profile/crookedfootball.bsky.social/post/3krg5vmh4cc2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
864,https://bsky.app/profile/jcsalterego.bsky.social/post/3kru6fbth4v2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
865,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krtk6nlgts27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
866,https://bsky.app/profile/catsofyore.bsky.social/post/3kru4vktau32n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
867,https://bsky.app/profile/mtsw.bsky.social/post/3krfgd3usck24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
868,https://bsky.app/profile/theonion.com/post/3krjis72im224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
869,https://bsky.app/profile/sorayamcdonald.bsky.social/post/3krt3uuobic2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
